Rank,Team Number,OPR,npOPR,Auto OPR,Teleop OPR,Endgame OPR
1,19606,176.5000,165.2500,25.2500,125.0000,15.0000
2,19660,176.5000,165.2500,25.2500,125.0000,15.0000
3,19705,105.2500,102.7500,21.2500,75.2500,6.2500
4,24068,105.2500,102.7500,21.2500,75.2500,6.2500
