Series,Match Number,Red1 Team Number,Red2 Team Number,Blue1 Team Number,Blue2 Team Number,Red Auto Score,Red Auto Artifact Points,Red Auto Pattern Points,Red Auto Leave Points,Red Teleop Score,Red Teleop Artifact Points,Red Teleop Pattern Points,Red Teleop Depot Points,Red Endgame Score,Red Foul Committed,Red Major Fouls,Red Minor Fouls,Red Final Score,Blue Auto Score,Blue Auto Artifact Points,Blue Auto Pattern Points,Blue Auto Leave Points,Blue Teleop Score,Blue Teleop Artifact Points,Blue Teleop Pattern Points,Blue Teleop Depot Points,Blue Endgame Score,Blue Foul Committed,Blue Major Fouls,Blue Minor Fouls,Blue Final Score
0,47,19613,32009,30066,25720,67,50,14,3,120,108,2,0,10,35,2,1,197,37,27,4,6,132,94,8,0,30,10,0,2,204
0,48,19581,32237,19730,19683,29,21,2,6,85,71,4,0,10,10,0,2,144,32,18,8,6,58,54,4,0,0,30,1,3,100
1,1,20106,25787,24667,19914,46,36,4,6,194,167,12,0,15,45,2,3,270,53,39,8,6,94,54,10,0,30,30,0,6,192
2,1,19681,19613,32528,12527,46,39,4,3,89,67,12,0,10,15,0,3,145,34,27,4,3,120,95,10,0,15,10,0,2,169
3,1,25832,25720,20106,25787,49,29,14,6,167,140,12,0,15,5,0,1,276,46,36,4,6,151,135,6,0,10,60,2,6,202
4,1,19705,27570,32528,12527,64,54,4,6,240,211,14,0,15,20,0,4,324,15,9,6,0,150,127,8,0,15,20,0,4,185
5,1,20106,25787,19681,19613,42,30,6,6,179,156,8,0,15,25,1,2,226,58,34,18,6,120,102,8,0,10,5,0,1,203
6,1,32528,12527,24667,19914,49,36,10,3,92,78,4,0,10,10,0,2,166,54,42,6,6,76,60,6,0,10,25,1,2,140
7,1,25832,25720,19705,27570,56,48,2,6,175,152,8,0,15,5,0,1,261,55,45,4,6,208,187,6,0,15,30,1,3,268
8,1,32528,12527,20106,25787,29,24,2,3,145,136,4,0,5,45,2,3,199,47,33,8,6,167,147,10,0,10,25,1,2,259
9,1,25832,25720,20106,25787,68,54,8,6,170,151,4,0,15,10,0,2,243,52,39,10,3,144,115,14,0,15,5,0,1,206
10,1,19705,27570,25832,25720,62,48,8,6,175,150,10,0,15,5,0,1,242,57,48,6,3,200,175,10,0,15,5,0,1,262
11,1,19705,27570,25832,25720,80,62,12,6,179,154,10,0,15,25,1,2,294,42,30,6,6,150,127,8,0,15,35,1,4,217
