Series,Match Number,Red1 Team Number,Red2 Team Number,Blue1 Team Number,Blue2 Team Number,Red Auto Score,Red Auto Artifact Points,Red Auto Pattern Points,Red Auto Leave Points,Red Teleop Score,Red Teleop Artifact Points,Red Teleop Pattern Points,Red Teleop Depot Points,Red Endgame Score,Red Foul Committed,Red Major Fouls,Red Minor Fouls,Red Final Score,Blue Auto Score,Blue Auto Artifact Points,Blue Auto Pattern Points,Blue Auto Leave Points,Blue Teleop Score,Blue Teleop Artifact Points,Blue Teleop Pattern Points,Blue Teleop Depot Points,Blue Endgame Score,Blue Foul Committed,Blue Major Fouls,Blue Minor Fouls,Blue Final Score
0,24,8626,19955,15549,16617,56,42,8,6,89,71,8,0,10,10,0,2,145,48,30,12,6,71,52,4,0,15,0,0,0,129
0,25,18908,11158,23492,31133,44,24,14,6,84,66,8,0,10,35,2,1,133,31,21,4,6,98,60,8,0,30,5,0,1,164
0,26,16756,15877,8406,15152,35,21,8,6,53,40,8,0,5,45,2,3,148,24,15,6,3,25,9,6,0,10,60,4,0,94
0,27,15491,18630,23612,11720,11,3,2,6,56,35,6,0,15,45,3,0,67,35,24,8,3,83,60,8,0,15,0,0,0,163
0,28,10862,21346,31954,4641,40,33,4,3,93,78,4,1,10,35,2,1,133,9,3,0,6,77,53,14,0,10,0,0,0,121
0,29,31133,16226,8626,15877,34,27,4,3,140,115,10,0,15,0,0,0,249,53,39,8,6,89,75,4,0,10,75,5,0,142
0,30,8406,11158,31765,19955,14,6,2,6,43,23,10,0,10,10,0,2,62,32,24,2,6,115,90,10,0,15,5,0,1,157
0,31,27014,15152,11720,10862,36,27,6,3,76,64,2,0,10,5,0,1,122,24,15,6,3,50,32,8,0,10,10,0,2,79
0,32,23612,18908,10632,4641,42,32,4,6,71,44,12,0,15,5,0,1,113,6,0,0,6,15,3,2,0,10,0,0,0,26
0,33,26828,15491,16756,21346,9,3,0,6,20,3,2,0,15,10,0,2,34,38,30,2,6,70,53,12,0,5,5,0,1,118
0,34,18458,15549,31954,18630,55,43,6,6,150,129,6,0,15,0,0,0,210,32,18,8,6,91,68,8,0,15,5,0,1,123
0,35,23668,23492,16617,19779,19,12,4,3,84,48,6,0,30,10,0,2,103,33,21,6,6,110,66,14,0,30,0,0,0,153
1,1,31765,31133,27014,19955,41,28,10,3,100,73,12,0,15,10,0,2,141,36,24,6,6,104,79,10,0,15,0,0,0,150
2,1,21346,8626,18458,23668,71,57,8,6,175,145,14,1,15,15,0,3,261,28,24,4,0,130,103,12,0,15,15,0,3,173
3,1,23612,16226,27014,19955,58,52,6,0,76,63,8,0,5,5,0,1,139,43,27,10,6,123,96,12,0,15,5,0,1,171
4,1,19779,15549,21346,8626,61,54,4,3,116,95,6,0,15,5,0,1,222,45,31,8,6,109,99,0,0,10,45,0,9,159
5,1,23612,16226,18458,23668,51,39,6,6,100,62,8,0,30,0,0,0,166,23,18,2,3,81,69,2,0,10,15,1,0,104
6,1,21346,8626,31765,31133,70,54,10,6,108,87,6,0,15,10,0,2,203,47,29,12,6,106,86,10,0,10,25,1,2,163
7,1,27014,19955,19779,15549,55,39,10,6,92,73,4,0,15,5,0,1,152,57,51,0,6,118,89,14,0,15,5,0,1,180
8,1,21346,8626,23612,16226,58,42,10,6,161,121,10,0,30,15,0,3,239,49,39,4,6,122,96,16,0,10,20,1,1,186
9,1,27014,19955,21346,8626,63,43,14,6,69,51,8,0,10,25,1,2,137,46,36,4,6,88,69,4,0,15,5,0,1,159
10,1,19779,15549,21346,8626,38,30,2,6,88,69,4,0,15,0,0,0,201,65,49,10,6,117,99,8,0,10,75,3,6,182
