Series,Match Number,Red1 Team Number,Red2 Team Number,Blue1 Team Number,Blue2 Team Number,Red Auto Score,Red Auto Artifact Points,Red Auto Pattern Points,Red Auto Leave Points,Red Teleop Score,Red Teleop Artifact Points,Red Teleop Pattern Points,Red Teleop Depot Points,Red Endgame Score,Red Foul Committed,Red Major Fouls,Red Minor Fouls,Red Final Score,Blue Auto Score,Blue Auto Artifact Points,Blue Auto Pattern Points,Blue Auto Leave Points,Blue Teleop Score,Blue Teleop Artifact Points,Blue Teleop Pattern Points,Blue Teleop Depot Points,Blue Endgame Score,Blue Foul Committed,Blue Major Fouls,Blue Minor Fouls,Blue Final Score
0,22,31558,19392,19681,19660,43,30,10,3,94,74,4,1,15,10,0,2,172,64,53,8,3,196,171,10,0,15,35,2,1,270
0,23,19961,32633,19797,24551,35,27,2,6,102,78,14,0,10,30,1,3,157,63,50,10,3,101,78,8,0,15,20,0,4,194
0,24,32333,25787,19665,32198,34,24,4,6,190,165,10,0,15,45,2,3,304,41,36,2,3,162,138,14,0,10,80,4,4,248
0,25,19681,19613,19666,19608,66,54,6,6,160,141,4,0,15,10,0,2,256,55,39,10,6,185,158,12,0,15,30,1,3,250
0,26,31558,27571,27501,22404,45,33,6,6,140,122,8,0,10,15,1,0,185,37,27,4,6,151,129,12,0,10,0,0,0,203
0,27,24306,19606,19612,30319,57,43,8,6,109,92,12,0,5,30,1,3,181,50,36,8,6,161,139,12,0,10,15,0,3,241
0,28,24068,19395,26167,22389,59,45,8,6,126,108,8,0,10,0,0,0,185,46,34,6,6,128,111,2,0,15,0,0,0,174
0,29,23687,30794,19392,19601,38,24,8,6,115,101,4,0,10,0,0,0,158,44,30,8,6,123,105,8,0,10,5,0,1,167
0,30,22404,19608,32333,30319,47,38,6,3,182,138,14,0,30,15,1,0,249,35,24,8,3,112,82,14,1,15,20,1,1,162
0,31,25787,19666,24306,19797,65,45,14,6,228,203,10,0,15,25,1,2,303,57,45,6,6,119,101,8,0,10,10,0,2,201
0,32,19601,19681,19395,27571,51,37,8,6,135,93,12,0,30,30,1,3,216,54,42,6,6,176,153,8,0,15,30,2,0,260
0,33,32198,22389,27501,19612,53,39,8,6,147,122,10,0,15,30,1,3,200,40,30,4,6,192,150,12,0,30,0,0,0,262
0,34,24551,19665,19613,19660,49,33,10,6,176,155,6,0,15,30,0,6,230,61,45,10,6,179,161,8,0,10,5,0,1,270
0,35,30794,24068,32633,19606,49,33,10,6,91,73,8,0,10,15,1,0,155,45,31,8,6,93,73,10,0,10,15,1,0,153
0,36,19961,26167,31558,23687,60,45,12,3,90,72,8,0,10,5,0,1,155,37,27,4,6,93,75,8,0,10,5,0,1,135
0,37,19392,24306,19395,22404,57,39,12,6,124,103,6,0,15,120,8,0,231,45,33,6,6,126,102,14,0,10,50,2,4,291
0,38,19797,32198,27571,30794,61,45,10,6,113,86,12,0,15,25,1,2,174,47,31,10,6,114,98,6,0,10,0,0,0,186
0,39,22389,31558,19606,19613,50,34,10,6,106,100,6,0,0,30,1,3,191,55,39,10,6,115,93,12,0,10,35,2,1,200
0,40,30319,24068,19660,25787,39,27,6,6,160,134,10,1,15,15,1,0,209,57,39,12,6,73,53,10,0,10,10,0,2,145
0,41,19612,19666,32633,19392,61,45,10,6,157,144,8,0,5,25,1,2,333,18,12,0,6,124,99,10,0,15,115,7,2,167
0,42,32333,24551,23687,19681,42,24,12,6,145,122,8,0,15,35,2,1,187,62,40,16,6,149,131,8,0,10,0,0,0,246
0,43,26167,27501,19608,19601,49,33,10,6,126,111,4,1,10,0,0,0,190,53,39,8,6,150,127,8,0,15,15,1,0,203
0,44,19665,30794,19961,24306,44,30,8,6,147,122,10,0,15,10,0,2,216,50,39,8,3,107,91,6,0,10,25,0,5,167
1,1,22404,24306,19666,26167,49,33,10,6,130,105,10,0,15,20,1,1,209,35,21,8,6,200,177,8,0,15,30,2,0,255
2,1,19660,22389,24068,19665,72,54,12,6,179,165,4,0,10,10,0,2,266,29,24,2,3,134,111,8,0,15,15,0,3,173
3,1,19612,19608,19666,26167,70,54,10,6,158,139,8,1,10,5,0,1,248,77,55,16,6,198,180,8,0,10,20,0,4,280
4,1,19613,25787,19660,22389,64,48,10,6,213,175,8,0,30,25,1,2,307,58,42,10,6,189,162,12,0,15,30,2,0,272
5,1,19612,19608,24068,19665,75,63,6,6,193,174,4,0,15,10,0,2,278,25,15,4,6,161,135,10,1,15,10,0,2,196
6,1,19660,22389,22404,24306,83,63,14,6,259,234,10,0,15,0,0,0,397,62,46,10,6,72,54,8,0,10,55,2,5,134
7,1,19666,26167,19613,25787,62,46,10,6,186,154,2,0,30,5,0,1,273,78,65,10,3,170,159,6,0,5,25,1,2,253
8,1,19660,22389,19612,19608,72,54,12,6,258,231,12,0,15,35,1,4,365,48,39,6,3,153,136,2,0,15,35,1,4,236
9,1,19613,25787,19660,22389,58,48,4,6,150,134,6,0,10,10,0,2,208,70,52,12,6,211,189,6,1,15,0,0,0,291
10,1,19666,26167,19660,22389,80,58,16,6,176,151,10,0,15,20,1,1,286,53,39,8,6,246,208,8,0,30,30,1,3,319
11,1,19666,26167,19660,22389,60,48,6,6,220,195,10,0,15,20,0,4,305,68,56,6,6,224,206,8,0,10,25,1,2,312
